trust,period_end,shape_source,series,actual,predicted,residual,mix_as_of,mix_extrapolated,level_year,level_year_clamped
amex,2023-01-31,fico_fed2007,ccip,0.014405,0.014688826622974792,-0.00028382662297479246,,True,2023,False
amex,2023-01-31,acms2018,ccip,0.014405,0.03201417472854925,-0.017609174728549247,,True,2023,False
amex,2023-01-31,acms2018_dpd90,ccip,0.014405,0.029184317177636546,-0.014779317177636546,,True,2023,False
amex,2023-02-28,fico_odds,ccip,0.015087,0.015573474041986893,-0.00048647404198689376,,True,2023,False
amex,2023-02-28,fico_fed2007,ccip,0.015087,0.014688826622974792,0.00039817337702520786,,True,2023,False
amex,2023-02-28,acms2018,ccip,0.015087,0.03201417472854925,-0.01692717472854925,,True,2023,False
amex,2023-02-28,acms2018_dpd90,ccip,0.015087,0.029184317177636546,-0.014097317177636546,,True,2023,False
amex,2023-03-31,fico_odds,ccip,0.016709,0.015573474041986893,0.0011355259580131082,,True,2023,False
amex,2023-03-31,fico_fed2007,ccip,0.016709,0.014688826622974792,0.0020201733770252098,,True,2023,False
amex,2023-03-31,acms2018,ccip,0.016709,0.03201417472854925,-0.015305174728549246,,True,2023,False
amex,2023-03-31,acms2018_dpd90,ccip,0.016709,0.029184317177636546,-0.012475317177636544,,True,2023,False
amex,2023-04-30,fico_odds,ccip,0.014983,0.015573474041986893,-0.0005904740419868937,,True,2023,False
amex,2023-04-30,fico_fed2007,ccip,0.014983,0.014688826622974792,0.00029417337702520793,,True,2023,False
amex,2023-04-30,acms2018,ccip,0.014983,0.03201417472854925,-0.01703117472854925,,True,2023,False
amex,2023-04-30,acms2018_dpd90,ccip,0.014983,0.029184317177636546,-0.014201317177636546,,True,2023,False
amex,2023-05-31,fico_odds,ccip,0.015417,0.015573474041986893,-0.00015647404198689333,,True,2023,False
amex,2023-05-31,fico_fed2007,ccip,0.015417,0.014688826622974792,0.0007281733770252083,,True,2023,False
amex,2023-05-31,acms2018,ccip,0.015417,0.03201417472854925,-0.016597174728549248,,True,2023,False
amex,2023-05-31,acms2018_dpd90,ccip,0.015417,0.029184317177636546,-0.013767317177636545,,True,2023,False
amex,2023-06-30,fico_odds,ccip,0.016438,0.015573474041986893,0.0008645259580131077,,True,2023,False
