lender,score_b,at_risk,d_chargeoff,d_competing,aj_chargeoff,aj_lo95,aj_hi95,km_chargeoff,n_loans,entry_age_median
exeter,800,56,0,3,0.024418557973308375,0.0,0.06009199592199377,0.030714285714285694,82,3.0
exeter,820,30,0,0,0.0,0.0,0.0,0.0,47,2.0
exeter,840,5,0,0,0.0,0.0,0.0,0.0,7,2.0
exeter,none,347,3,8,0.04050578847973032,0.023094369624231087,0.05821155824064018,0.04509674734296876,1530,60.0
honda,400,1,0,0,0.0,0.0,0.0,0.0,2,38.5
honda,420,1,0,0,0.0,,,0.0,1,7.0
honda,440,3,0,0,0.0,0.0,0.0,0.0,11,18.0
honda,460,15,0,0,0.0,0.0,0.0,0.0,38,19.0
honda,480,21,0,0,0.0,0.0,0.0,0.0,62,17.5
honda,500,49,0,0,0.0,0.0,0.0,0.0,148,17.5
honda,520,98,1,0,0.029255639773983624,0.0,0.08062504571721162,0.030824829931972886,269,18.0
honda,540,144,0,2,0.006647801834344678,0.0,0.019999281842429262,0.007042253521126751,399,17.0
honda,560,231,1,5,0.01340788202432492,0.0,0.027681649698701696,0.013634340737144424,574,16.0
honda,580,316,1,5,0.01588098813836667,0.003218096290645722,0.030183090745557146,0.016961129509367234,772,15.0
honda,600,419,1,6,0.014135180028907075,0.002393119760695038,0.024157793187787827,0.014889917037888445,680,9.0
honda,620,815,2,8,0.004350196516590851,0.0,0.01118029393645072,0.0045992479715021295,1400,9.0
honda,640,1207,1,11,0.004780342593911619,0.0008436103249255995,0.00887490489810826,0.005008299434088759,2220,10.0
honda,660,2067,0,22,0.001021296699142064,0.0,0.0025952003793738615,0.001086755171349152,4163,12.0
honda,680,3241,1,51,0.0013322948454309435,0.00028910748615206124,0.002669820905464457,0.0013884061284534788,6230,11.0
honda,700,3689,2,50,0.0007927958510447672,0.0,0.0018958955215668863,0.0008777661284405935,8023,13.0
honda,720,4442,3,61,0.0019325002631377542,0.0006687355335020395,0.0033904319696771855,0.0021132908195025113,8911,11.0
honda,740,4924,1,66,0.0005493869153389676,0.00015746726350904903,0.001129796347589466,0.0006311738032741543,9463,10.0
honda,760,5534,0,78,0.0005191436852736442,0.0,0.001238540681847218,0.0005878677989125114,10812,10.0
honda,780,6132,0,89,0.00022799884304338628,0.0,0.0007395029831605765,0.00026336581511721135,11444,10.0
honda,800,5910,0,89,0.0,0.0,0.0,0.0,10096,9.0
honda,820,6377,0,94,0.0,0.0,0.0,0.0,10684,9.0
honda,840,6016,0,78,0.0,0.0,0.0,0.0,9853,9.0
honda,860,4224,0,59,0.0,0.0,0.0,0.0,6535,9.0
honda,880,885,0,9,0.0,0.0,0.0,0.0,1283,8.0
santander,360,0,0,0,0.0,,,0.0,1,2.0
santander,380,4,0,0,0.0,0.0,0.0,0.0,9,4.0
santander,400,19,0,0,0.09427611526306931,0.0,0.2124203188095966,0.09838998211091232,83,4.0
santander,420,94,2,1,0.03889129959487208,0.008744355800718017,0.06842467578732728,0.04602775444772511,288,3.0
santander,440,273,0,0,0.055043850886658655,0.02975260362509114,0.0774826173789918,0.06033586389931844,768,3.0
santander,460,603,4,8,0.04256547065997605,0.03149923050314592,0.05533484925359853,0.048163785911581214,1877,3.0
santander,480,1184,14,15,0.04681045690243798,0.03730581268337024,0.058654682504888124,0.05090668867964421,3610,3.0
santander,500,2444,38,23,0.05190438798144384,0.04406511863903813,0.058695158349681226,0.05659595609688428,6818,3.0
santander,520,3386,38,39,0.05301709959554107,0.04646598857804017,0.05932853554645075,0.05796631492301185,9979,3.0
santander,540,4958,51,58,0.04651098243729912,0.041919625393551874,0.05164348748108263,0.05083109202514913,14121,3.0
santander,560,6415,59,88,0.04871398649380501,0.044570947521167796,0.053655138257569075,0.05357363757763278,17945,3.0
santander,580,7416,84,108,0.04636078703040518,0.04239055083482822,0.050418673486178504,0.051382337361460584,21118,3.0
santander,600,8324,87,145,0.043474734069718066,0.03958453293139161,0.04747589805091352,0.04844449593493361,21994,3.0
santander,620,7171,63,138,0.04228421217087671,0.03809461030968205,0.04605740622080035,0.04728917232758689,18040,3.0
santander,640,3532,41,75,0.0513464581213007,0.04618012393850512,0.058513297097273764,0.05791300680089395,11184,3.0
santander,660,2125,20,49,0.04881676333598564,0.04171390828867846,0.05739652573447365,0.05498128120081047,7370,4.0
santander,680,1471,14,30,0.04293745230161723,0.0343314746728797,0.050780184085239245,0.04818522394722713,5509,4.0
santander,700,1061,10,20,0.029408912232253632,0.021434385729150275,0.036847907370798086,0.03352890694184507,4033,6.0
santander,720,747,7,14,0.02630431322024673,0.01743768527223301,0.03725044691186619,0.030420468976335435,3093,12.0
santander,740,511,5,11,0.03807546883150549,0.02497111569010943,0.052190190343565764,0.04279689305547618,2257,40.0
santander,760,347,1,2,0.020122466435181143,0.007016918361646378,0.03491014594275232,0.0231590780407136,1627,52.0
santander,780,250,0,5,0.010902842308215806,0.0024177072860753933,0.022129523139210856,0.01359858117437307,1354,54.0
santander,800,231,0,5,0.007320304474110046,0.0,0.01964728570619951,0.008052153426602815,1212,54.0
santander,820,166,0,4,0.0,0.0,0.0,0.0,1029,55.0
santander,840,113,1,0,0.00714683416129795,0.0,0.021203884281725722,0.008849557522123908,882,56.5
santander,860,71,0,0,0.021094821684903273,0.0,0.051486565854189786,0.0260006842285323,553,61.0
santander,880,23,0,0,0.0,0.0,0.0,0.0,180,64.0
santander,900,0,0,0,0.0,0.0,0.0,0.0,7,66.0
santander,none,9165,107,293,0.045397450478876084,0.04203434203381706,0.048743088204349846,0.05366907193049619,28468,3.0
toyota,620,445,0,6,0.0,0.0,0.0,0.0,970,13.0
toyota,640,773,0,20,0.003986072834655208,0.0,0.009551002265608895,0.004524434802466337,1672,13.0
toyota,660,1153,2,20,0.0034522311820588377,0.0007127122091708172,0.0075287911950583045,0.003835799853687427,2659,14.0
toyota,680,1872,0,29,0.0011384154489276735,0.0,0.003526263841059613,0.0012062726176115257,4352,14.0
toyota,700,2436,2,31,0.0012387993514411844,0.0,0.00263859372926451,0.0013576340569934064,5655,14.0
toyota,720,3003,4,47,0.0019306592147933913,0.0006327649701389083,0.00376265512053399,0.0021223024922665257,6962,14.0
toyota,740,3164,2,50,0.0016224669501692778,0.0005471101248249518,0.0036712738268042744,0.0018241547405957181,6863,13.0
toyota,760,3104,0,43,0.00032080901891468863,0.0,0.0009703030077441231,0.00035236081747713754,6907,13.0
toyota,780,3202,0,63,0.00029707092934065356,0.0,0.0009379129227426174,0.0003415300546447675,6879,13.0
toyota,800,3279,1,69,0.0002601609647227644,0.0,0.000807458116049564,0.0003049710277523987,7005,12.0
toyota,820,3381,0,70,0.0,0.0,0.0,0.0,6898,12.0
toyota,840,3118,0,63,0.0,0.0,0.0,0.0,6400,12.0
toyota,860,2170,0,30,0.0,0.0,0.0,0.0,4355,12.0
toyota,880,773,0,10,0.0,0.0,0.0,0.0,1469,11.0
toyota,900,47,0,1,0.0,0.0,0.0,0.0,86,11.0
