spec,event,factor,level,odds_ratio,lo95,hi95,p
terms,prepay,cohort_q,2018Q1,1.2565663682888777,1.1990578176777111,1.3168331123287835,1.2355648690067984e-21
terms,prepay,cohort_q,2018Q2,1.2298820967841917,1.1532204347328099,1.3116399314765326,2.951185482548929e-10
terms,prepay,cohort_q,2018Q3,1.2227288809092869,1.1447258087234482,1.3060471816189012,2.248479974195317e-09
terms,prepay,cohort_q,2018Q4,0.9116926555605834,0.8571808757101939,0.9696710714812136,0.0032923477605009367
terms,prepay,cohort_q,2019Q1,0.7979431398451875,0.6767713340273798,0.9408100231388308,0.007230733201292609
terms,prepay,cohort_q,2019Q2,0.7728901461180472,0.6119732618100134,0.9761197347079944,0.030549762762271518
terms,prepay,cohort_q,2019Q3,0.761679167758437,0.6254279272141648,0.9276131259142243,0.006785287347988029
terms,prepay,cohort_q,2019Q4,0.6230324212009372,0.5589886491649766,0.6944137388967624,1.2351353667990086e-17
terms,prepay,cohort_q,2020Q1,0.6414654714123882,0.48351043770332836,0.8510218579123858,0.0020808032098200836
terms,prepay,cohort_q,2020Q2,0.6405892799497551,0.4592134420632811,0.893603252863834,0.008733161195101471
terms,prepay,cohort_q,2020Q3,0.5018115649122542,0.3483713716925669,0.7228345011710917,0.0002130084489176221
terms,prepay,cohort_q,2020Q4,0.3062303059960982,0.27808478018770894,0.33722449767716123,6.900832263933441e-128
terms,prepay,cohort_q,2021Q1,0.33354085947663803,0.266426104587141,0.4175623297604744,9.832076199806836e-22
terms,prepay,cohort_q,2021Q2,0.3093311314880636,0.2828075608854889,0.33834225863017026,3.881023222844187e-145
terms,prepay,cohort_q,2021Q3,0.40968509735227215,0.32513739811544795,0.5162183125207405,3.824183681130924e-14
terms,prepay,cohort_q,2021Q4,0.3344122574349683,0.24328030188702424,0.4596819267952258,1.500222049408723e-11
terms,prepay,cohort_q,2022Q1,0.3626585134362039,0.2613836146884934,0.5031730758046904,1.2737469480268582e-09
terms,prepay,cohort_q,2022Q2,0.36008959842877597,0.27505358400837265,0.4714154856918721,1.0748533743195021e-13
terms,prepay,cohort_q,2022Q3,0.3228712368653374,0.28317884391007486,0.3681272024263814,5.1957727784591455e-64
terms,prepay,cohort_q,2022Q4,0.31066869636922306,0.24865578119832146,0.3881471745343198,7.778614289699416e-25
terms,prepay,cohort_q,2023Q1,0.32714370728745407,0.26146472148847816,0.4093210151201816,1.4803390210065625e-22
terms,prepay,cohort_q,2023Q2,0.3391618514160275,0.25730648119877947,0.44705738044383614,1.6844715974257443e-14
terms,prepay,cohort_q,2023Q3,0.3561759630478011,0.25437027478078805,0.4987269709967309,1.849781348048836e-09
terms,prepay,cohort_q,2023Q4,0.3671984418417445,0.266837902522843,0.5053056346800744,7.726888026430314e-10
terms,prepay,cohort_q,2024Q1,0.34385099563129096,0.24648962211208925,0.4796693109572958,3.269100052775809e-10
terms,prepay,cohort_q,2024Q2,0.3125244657803589,0.24262739309281445,0.40255776755568384,2.1635158536850676e-19
