lender,score_b,age,at_risk,d_chargeoff,d_competing,aj_chargeoff,aj_lo95,aj_hi95,km_chargeoff,n_loans,entry_age_median
americredit,460,14,228,3,1,0.07263403263403263,0.0418695167803927,0.09961685823754789,0.07605379076299057,261,4.0
americredit,460,15,224,5,1,0.09174825174825174,0.05363984674329502,0.126169901576158,0.09667759007631671,261,4.0
americredit,460,16,218,1,4,0.09557109557109557,0.06098551293644684,0.13036398467432952,0.10082127085578307,261,4.0
americredit,460,17,213,1,2,0.0993939393939394,0.061291249943260045,0.13793103448275862,0.10504276723674177,261,4.0
americredit,460,18,210,1,0,0.10321678321678322,0.06479710749497478,0.14185823754789273,0.10930446834513818,261,4.0
americredit,460,19,209,2,3,0.11086247086247086,0.06896551724137931,0.1486593514865993,0.11782787056193111,261,4.0
americredit,460,20,204,1,2,0.11468531468531469,0.07597525465729912,0.15642240571003735,0.12215224374545108,261,4.0
americredit,460,21,201,2,1,0.12233100233100233,0.08045977011494256,0.16482181513088065,0.13088704729027245,261,4.0
americredit,460,22,198,2,1,0.12997668997668999,0.09147826940467027,0.17930390434975016,0.1396659660045121,261,4.0
americredit,460,23,195,2,3,0.13762237762237764,0.09910145852172611,0.18026819923371654,0.14848990481472224,261,4.0
americredit,460,24,190,1,0,0.14144522144522145,0.09938966502006794,0.18801621510673247,0.15297153689464482,261,4.0
americredit,460,25,189,4,1,0.15673659673659673,0.11401870954274251,0.19942528735632195,0.17089806521433493,261,4.0
americredit,460,26,184,3,2,0.1682051282051282,0.12237928657604828,0.21455938697318003,0.18441603154236208,261,4.0
americredit,460,27,179,3,3,0.17967365967365967,0.12994930900355542,0.22241379310344842,0.1980850366003114,261,4.0
americredit,460,28,173,3,3,0.19114219114219114,0.13752362059850942,0.24046028787408105,0.2119910764280517,261,4.0
americredit,460,29,162,2,1,0.19902385680163456,0.15287319467050187,0.2491440880030252,0.22171958165733507,261,4.0
americredit,460,30,118,4,2,0.22026427781606686,0.16371156340712553,0.2801542191654905,0.24810196871979828,261,4.0
americredit,460,31,62,0,0,0.22026427781606686,0.16371156340712553,0.2801542191654905,0.24810196871979828,261,4.0
americredit,460,32,32,0,2,0.22026427781606686,0.16371156340712553,0.2801542191654905,0.24810196871979828,261,4.0
americredit,460,33,0,0,0,0.22026427781606686,0.16371156340712553,0.2801542191654905,0.24810196871979828,261,4.0
americredit,460,34,0,0,0,0.22026427781606686,0.16371156340712553,0.2801542191654905,0.24810196871979828,261,4.0
americredit,460,35,0,0,0,0.22026427781606686,0.16371156340712553,0.2801542191654905,0.24810196871979828,261,4.0
americredit,460,36,0,0,0,0.22026427781606686,0.16371156340712553,0.2801542191654905,0.24810196871979828,261,4.0
americredit,480,0,0,0,0,0.0,0.0,0.0,0.0,783,4.0
americredit,480,1,0,0,0,0.0,0.0,0.0,0.0,783,4.0
americredit,480,2,29,0,0,0.0,0.0,0.0,0.0,783,4.0
americredit,480,3,256,0,0,0.0,0.0,0.0,0.0,783,4.0
americredit,480,4,469,0,6,0.0,0.0,0.0,0.0,783,4.0
americredit,480,5,638,2,7,0.0030946922351966096,0.0,0.007771387822349991,0.0031347962382445305,783,4.0
americredit,480,6,768,2,7,0.005629277412200083,0.0,0.01104685783921621,0.005730799373040774,783,4.0
americredit,480,7,759,7,9,0.01450032553171224,0.006350481379031977,0.02469202160823183,0.014900607547466027,783,4.0
americredit,480,8,743,1,6,0.015767618120213975,0.007617267511944516,0.026806965329873027,0.016226447914158504,783,4.0
americredit,480,9,736,5,6,0.022104081062722658,0.012957252382781623,0.03367524363106681,0.022909692153872063,783,4.0
americredit,480,10,725,6,5,0.029707836593733078,0.01777925575198159,0.04270809234668447,0.030995956770529576,783,4.0
americredit,480,11,714,3,12,0.03350971435923829,0.02141714994872991,0.0466245077757715,0.03506740233031724,783,4.0
americredit,480,12,699,3,8,0.0373115921247435,0.024140167744320883,0.05034926713384159,0.039208743951217095,783,4.0
americredit,480,13,688,6,5,0.04491534765575392,0.030493182968345856,0.05888156621590329,0.047587737463270496,783,4.0
americredit,480,14,677,9,5,0.05632098095226955,0.0404829439618739,0.07027079357242445,0.06024905262254754,783,4.0
americredit,480,15,663,6,3,0.06392473648327997,0.04720217622384855,0.08071965120795957,0.06875358608297699,783,4.0
americredit,480,16,654,6,6,0.07152849201429039,0.053229579585092945,0.08850305815948174,0.07729713116478454,783,4.0
americredit,480,17,642,6,6,0.07913224754530081,0.059542174151357964,0.0976050340542349,0.08592052246230997,783,4.0
americredit,480,18,630,7,3,0.08800329566481296,0.06759910350372729,0.10522146198356597,0.09607696110161756,783,4.0
americredit,480,19,620,7,5,0.09687434378432512,0.0764876357145513,0.11686151501401972,0.10628254379885727,783,4.0
americredit,480,20,608,7,9,0.10574539190383728,0.08435153576894397,0.12600396545743814,0.11657205398538362,783,4.0
americredit,480,21,592,6,6,0.1133491474348477,0.08872642652169464,0.13299568288075972,0.1255257156003966,783,4.0
americredit,480,22,580,4,3,0.11841831778885464,0.09450043421780516,0.13729455142487437,0.13155657273418697,783,4.0
americredit,480,23,573,4,4,0.12348748814286159,0.09871863129495946,0.14488040171875421,0.13761900503621716,783,4.0
americredit,480,24,565,0,5,0.12348748814286159,0.09871863129495946,0.14488040171875421,0.13761900503621716,783,4.0
americredit,480,25,560,6,2,0.131091243673872,0.10768340004707654,0.15390207558054272,0.14685880141082908,783,4.0
americredit,480,26,552,7,4,0.13996229179338415,0.11660229879673828,0.1626760917595406,0.15767762095815552,783,4.0
americredit,480,27,541,9,5,0.15136792508989977,0.12618812068240862,0.17846394100378807,0.17169037772594964,783,4.0
americredit,480,28,527,4,8,0.15643709544390672,0.132525890029977,0.18476663376924232,0.17797735778116064,783,4.0
americredit,480,29,498,11,6,0.17085318482917244,0.14623429242913139,0.19715253557988902,0.1961344844165166,783,4.0
americredit,480,30,335,1,2,0.17273490504472544,0.14717948000854844,0.199009539879849,0.19853408297049713,783,4.0
americredit,480,31,207,4,0,0.18480700381890122,0.16017843229789855,0.2176803834551033,0.2140213470676856,783,4.0
americredit,480,32,87,0,0,0.18480700381890122,0.16017843229789855,0.2176803834551033,0.2140213470676856,783,4.0
americredit,480,33,0,0,0,0.18480700381890122,0.16017843229789855,0.2176803834551033,0.2140213470676856,783,4.0
americredit,480,34,0,0,0,0.18480700381890122,0.16017843229789855,0.2176803834551033,0.2140213470676856,783,4.0
americredit,480,35,0,0,0,0.18480700381890122,0.16017843229789855,0.2176803834551033,0.2140213470676856,783,4.0
americredit,480,36,0,0,0,0.18480700381890122,0.16017843229789855,0.2176803834551033,0.2140213470676856,783,4.0
americredit,500,0,0,0,0,0.0,0.0,0.0,0.0,1589,4.0
americredit,500,1,0,0,0,0.0,0.0,0.0,0.0,1589,4.0
americredit,500,2,48,0,0,0.0,0.0,0.0,0.0,1589,4.0
americredit,500,3,557,0,4,0.0,0.0,0.0,0.0,1589,4.0
americredit,500,4,948,1,2,0.001047277079593058,0.0,0.003185366209307659,0.0010548523206751481,1589,4.0
americredit,500,5,1293,2,12,0.002578099724937899,0.0,0.006189671431503736,0.002600011095121091,1589,4.0
americredit,500,6,1568,6,15,0.006324124272251774,0.0025010177976981683,0.011178163956190474,0.006416592685318356,1589,4.0
americredit,500,7,1547,9,13,0.011943161093222587,0.006854696308642731,0.017961220338539214,0.012196974499043,1589,4.0
americredit,500,8,1525,13,9,0.02005954761240265,0.013708121207799828,0.02713910718733035,0.02061759045413314,1589,4.0
americredit,500,9,1503,8,8,0.02505424700882115,0.017716821829673088,0.03242098877279723,0.025830537411130505,1589,4.0
americredit,500,10,1487,9,9,0.030673283829791963,0.022454972629161542,0.03902844729641139,0.031726653862576226,1589,4.0
americredit,500,11,1469,13,12,0.03878967034897203,0.030715664520713424,0.04915606498250986,0.040295444536358804,1589,4.0
americredit,500,12,1444,10,11,0.045033044594495156,0.03617380299424533,0.05575750062775494,0.04694159796754749,1589,4.0
americredit,500,13,1423,15,8,0.054398105962779844,0.044920787971458556,0.06714911199823889,0.05698789173457974,1589,4.0
americredit,500,14,1400,8,15,0.059392805359198345,0.04814459260568975,0.07091208585351473,0.062376532353239256,1589,4.0
americredit,500,15,1377,18,16,0.07063087900113997,0.05996573257640706,0.083470203759287,0.07463304827019035,1589,4.0
americredit,500,16,1343,13,11,0.07874726552032003,0.06779484742478521,0.09280226086175676,0.08359043499579533,1589,4.0
americredit,500,17,1319,6,8,0.08249329006763391,0.07106392115672454,0.09718015534850229,0.08775909109134139,1589,4.0
americredit,500,18,1305,8,11,0.08748798946405241,0.07563741538096322,0.10269151655206805,0.09335137252526415,1589,4.0
americredit,500,19,1286,6,16,0.09123401401136629,0.07848889607191879,0.10705680203671326,0.0975814594341664,1589,4.0
americredit,500,20,1264,14,18,0.09997473795509866,0.0867293644709684,0.11580217775954064,0.10757660149739556,1589,4.0
americredit,500,21,1232,11,14,0.1068424496251741,0.09220026525004328,0.12264422282770374,0.11554466755545445,1589,4.0
americredit,500,22,1207,8,7,0.1118371490215926,0.09730006965195183,0.12814969815411617,0.1214068404299834,1589,4.0
americredit,500,23,1192,11,14,0.11870486069166804,0.10342715837039268,0.1349251368544863,0.12951466321125038,1589,4.0
americredit,500,24,1167,13,9,0.12682124721084811,0.11134255713745377,0.14469280941591686,0.13921158641455267,1589,4.0
americredit,500,25,1145,11,26,0.13368895888092355,0.11905416980676792,0.15091685504057642,0.14748116942716394,1589,4.0
americredit,500,26,1108,9,16,0.13930799570189437,0.12449884150028893,0.1559478497159251,0.15440596137225016,1589,4.0
americredit,500,27,1083,13,11,0.14742438222107443,0.13091840074534575,0.16621901984959825,0.16455621299012713,1589,4.0
americredit,500,28,1059,12,18,0.15491643131570218,0.1412040942511546,0.17445739142642722,0.17402299811205202,1589,4.0
americredit,500,29,1002,11,13,0.16196920108467186,0.14859934372571101,0.1826967694069337,0.1830906099092251,1589,4.0
americredit,500,30,656,13,10,0.17439560280899014,0.15728279900989442,0.19637075357763736,0.19927936306651173,1589,4.0
americredit,500,31,391,6,6,0.18368056715070974,0.16645401949123192,0.20844919263762968,0.21156663626753713,1589,4.0
americredit,500,32,171,2,3,0.19054021916925112,0.17335351133018978,0.21539390559635627,0.2207880791182092,1589,4.0
americredit,500,33,0,0,0,0.19054021916925112,0.17335351133018978,0.21539390559635627,0.2207880791182092,1589,4.0
americredit,500,34,0,0,0,0.19054021916925112,0.17335351133018978,0.21539390559635627,0.2207880791182092,1589,4.0
americredit,500,35,0,0,0,0.19054021916925112,0.17335351133018978,0.21539390559635627,0.2207880791182092,1589,4.0
americredit,500,36,0,0,0,0.19054021916925112,0.17335351133018978,0.21539390559635627,0.2207880791182092,1589,4.0
americredit,520,0,0,0,0,0.0,0.0,0.0,0.0,2407,4.0
americredit,520,1,0,0,0,0.0,0.0,0.0,0.0,2407,4.0
americredit,520,2,81,0,1,0.0,0.0,0.0,0.0,2407,4.0
americredit,520,3,806,0,7,0.0,0.0,0.0,0.0,2407,4.0
americredit,520,4,1404,1,13,0.0006973480612545649,0.0,0.002107029548032511,0.0007122507122506727,2407,4.0
americredit,520,5,1920,3,12,0.002211900881791823,0.0004848968058406946,0.004628498110094463,0.0022736378205128194,2407,4.0
americredit,520,6,2370,12,16,0.0070814757731394624,0.0041185027187233365,0.010394648555234127,0.007325416869522927,2407,4.0
americredit,520,7,2342,10,25,0.011139454849262495,0.007366519062564787,0.015326393184962884,0.01156399322789381,2407,4.0
americredit,520,8,2307,13,15,0.016414827648222437,0.011812402969011688,0.021806230326679183,0.017133853690848966,2407,4.0
americredit,520,9,2279,15,19,0.022501796262406986,0.016621407912206503,0.028637849847850238,0.02360291564549455,2407,4.0
americredit,520,10,2245,12,13,0.027371371153754626,0.020729560176846844,0.033686220283089784,0.028821964648725773,2407,4.0
americredit,520,11,2220,17,14,0.03426993558316378,0.027120678325850366,0.04021653844350521,0.03625891356808242,2407,4.0
americredit,520,12,2189,22,14,0.04319748955063445,0.03547505574403074,0.049294240113962086,0.04594475363272488,2407,4.0
americredit,520,13,2153,9,18,0.046849670719145184,0.03859625898070947,0.05397132496633808,0.049932908401561615,2407,4.0
americredit,520,14,2126,18,15,0.054154033056166645,0.04493551220035881,0.062704389789453,0.057976750193081794,2407,4.0
americredit,520,15,2093,14,19,0.05983520376273889,0.05027510291632444,0.06828445339315002,0.06427790905466657,2407,4.0
americredit,520,16,2060,23,15,0.06916855563782187,0.05669574951113464,0.07867666096482193,0.07472529162347363,2407,4.0
americredit,520,17,2022,20,14,0.07728451379006794,0.06544948794069035,0.08731224641368106,0.0838773658903037,2407,4.0
americredit,520,18,1988,13,14,0.08255988658902788,0.07019893558831011,0.093622597637682,0.08986810746144358,2407,4.0
americredit,520,19,1961,17,26,0.08945845101843704,0.07750148019450989,0.10105533854357678,0.09775808307243561,2407,4.0
americredit,520,20,1918,16,18,0.09595121754023389,0.08188512642820975,0.10752974400875512,0.105284605841383,2407,4.0
americredit,520,21,1884,21,22,0.10447297360009226,0.09066241875388797,0.11639360373353144,0.11525754813295996,2407,4.0
americredit,520,22,1841,23,20,0.11380632547517525,0.09982403058366889,0.12666312754379633,0.12631082156747486,2407,4.0
americredit,520,23,1798,11,15,0.11827010245891058,0.10481199182869871,0.13197552364171738,0.1316559722697873,2407,4.0
americredit,520,24,1772,18,23,0.12557446479593204,0.11157621197520894,0.1391748808440215,0.14047662266433802,2407,4.0
americredit,520,25,1731,17,13,0.1324730292253412,0.11877862657256169,0.1459971944236118,0.1489179267745091,2407,4.0
americredit,520,26,1701,17,9,0.13937159365475038,0.12504544284604996,0.15300557966976736,0.15742374408481674,2407,4.0
americredit,520,27,1675,22,16,0.14829914762222104,0.13276848312076564,0.16242305202763488,0.168490417296837,2407,4.0
americredit,520,28,1637,22,18,0.1572267015896917,0.14110591041926088,0.17185939095795755,0.17966525591593885,2407,4.0
americredit,520,29,1539,15,18,0.16354306863118145,0.14720571995686985,0.17795649120596382,0.1876607212578888,2407,4.0
americredit,520,30,1059,12,19,0.17072905447781683,0.15413387233254255,0.18752767833600947,0.19686569892068895,2407,4.0
americredit,520,31,644,8,3,0.1783762526665758,0.1624174175613492,0.19533583352758305,0.20684252253658097,2407,4.0
americredit,520,32,305,1,4,0.18036013645898746,0.1634178669902993,0.19619748574805454,0.20944303885613313,2407,4.0
