lender,var,cutoff,left,right,jump,se,t,n_left,n_right,stable_across_bandwidths,flag,known_selection
carmax,orig_amount,755,23208.08981764465,23122.631258265745,-85.45855937890519,110.6981810373525,-0.7719960579123627,16340,17014,False,False,False
carmax,orig_amount,760,23332.199147367995,23076.995610291742,-255.20353707625327,110.84251072288939,-2.302397657828882,16356,17205,True,False,False
carmax,orig_amount,765,23098.7650922643,23338.661247609412,239.89615534511177,111.19355892045022,2.157464494114606,16955,16855,False,False,False
carmax,orig_amount,770,23277.067596289176,23155.033247297564,-122.0343489916122,111.66626129123743,-1.0928488836331118,16904,16989,False,False,False
carmax,orig_amount,775,23417.55353802109,23189.886721881587,-227.66681613950277,111.95957816759604,-2.033473329085795,17302,16676,True,False,False
carmax,orig_amount,780,23123.246083470174,23533.738160367677,410.49207689750256,112.1864413673873,3.659016828541929,17014,16980,True,False,False
carmax,orig_amount,785,23498.16209812279,23621.619101762266,123.45700363947617,112.6212385912731,1.0962142237444965,17205,16692,False,False,False
carmax,orig_amount,790,23631.944330720653,23587.797124687804,-44.14720603284877,113.28791425941392,-0.3896903418290293,16855,16624,False,False,False
carmax,orig_amount,795,23716.22807090349,23687.426703868576,-28.80136703491371,113.85989822809081,-0.25295444210934676,16989,16275,False,False,False
carmax,orig_amount,800,23789.383557743604,23996.809171051886,207.42561330828175,114.91013293741567,1.8051115946515652,16676,16236,False,False,False
carmax,orig_amount,805,24180.68570697745,23876.228381474815,-304.45732550263347,116.40113584836553,-2.615587238764119,16980,15546,True,False,False
carmax,orig_amount,810,24044.43373058935,24280.024272446495,235.59054185714558,118.29021840266482,1.99163164155455,16692,15254,True,False,False
carmax,orig_amount,815,24459.08826246877,24132.534523580678,-326.5537388880912,120.35802220483276,-2.713186316175433,16624,14664,True,False,False
carmax,orig_amount,820,24470.27855846413,24216.899008475648,-253.37954998848363,121.84412129760805,-2.0795385718248665,16275,14410,True,False,False
carmax,orig_amount,825,24397.989522841835,24471.832509210744,73.8429863689089,123.69199766992917,0.5969908139567618,16236,13657,False,False,False
carmax,orig_amount,830,24491.18674000698,24624.67419634316,133.4874563361809,126.3017540164497,1.0568931316567094,15546,13156,False,False,False
carmax,orig_amount,835,24482.220706688073,24869.31367099042,387.09296430234826,129.4105762373052,2.9912003760227512,15254,12296,True,False,False
carmax,orig_amount,840,24814.60554284969,24872.66573766317,58.06019481347903,133.70974857617452,0.4342255926119112,14664,11422,False,False,False
carmax,orig_amount,845,24984.128041796917,24881.04634959221,-103.08169220470882,139.3047776006727,-0.739972411428702,14410,10234,False,False,False
carmax,orig_amount,850,24803.40452661455,25148.465594777634,345.0610681630824,147.6799624781606,2.3365462881540964,13657,8892,True,False,False
carmax,orig_amount,855,25122.9868245518,24871.321865429814,-251.6649591219866,157.81627750773967,-1.5946704807407739,13156,7212,False,False,False
carmax,orig_amount,860,25004.00913799851,24607.77799660839,-396.23114139011886,174.71165807065964,-2.267914721694581,12296,5496,True,False,False
carmax,orig_amount,865,24623.63277799758,25065.948556728814,442.3157787312339,202.69265328948336,2.182199362201468,11422,3892,True,False,False
exeter,orig_apr,485,0.2390473604684652,0.23921431210189398,0.00016695163342878017,0.001387937960518282,0.12028753314480807,1788,4239,False,False,False
exeter,orig_apr,490,0.2391569381062403,0.23848790023343014,-0.0006690378728101687,0.0012724001611860907,-0.5258077554678341,2115,4959,False,False,False
exeter,orig_apr,495,0.23673924849343775,0.23775585350468056,0.001016605011242816,0.0011539495829246164,0.8809787067700924,2653,5586,False,False,False
exeter,orig_apr,500,0.23561780962044818,0.23894466767823033,0.003326858057782156,0.0010645117193216662,3.1252432428852113,3170,6321,True,False,False
exeter,orig_apr,505,0.23989506437563407,0.23604923046467452,-0.0038458339109595507,0.0009985690298706309,-3.851345070713635,3603,7308,True,False,False
exeter,orig_apr,510,0.23616131337534188,0.23762012537649038,0.0014588120011485017,0.0009306359379433582,1.567543162337333,4239,8344,True,False,False
exeter,orig_apr,515,0.23696834195964003,0.23834459448332904,0.0013762525236890033,0.000863821815132829,1.5932134377474343,4959,9675,False,False,False
exeter,orig_apr,520,0.23742893443156857,0.23798978824826994,0.0005608538167013732,0.0008113553986897588,0.6912554197668304,5586,10999,False,False,False
exeter,orig_apr,525,0.23836001790456457,0.2372964873162694,-0.0010635305882951696,0.00076382403107282,-1.3923764440893542,6321,12326,False,False,False
exeter,orig_apr,530,0.23682265708716457,0.23887037330599484,0.0020477162188302644,0.0007127676248227772,2.872908571484864,7308,13996,True,False,False
exeter,orig_apr,535,0.23667164468415425,0.23903764667091057,0.002366001986756322,0.0006656747274921211,3.554291441512365,8344,15649,False,False,False
exeter,orig_apr,540,0.23798708936341342,0.2382002464610756,0.0002131570976621755,0.0006240777707177709,0.34155534400306714,9675,16942,False,False,False
exeter,orig_apr,545,0.23744619175071932,0.23435392188511067,-0.003092269865608649,0.0005877250979239823,-5.2614221794023335,10999,18376,True,False,False
exeter,orig_apr,550,0.2349501125495632,0.2304111319181214,-0.004538980631441786,0.0005544775304818876,-8.186049716923659,12326,20336,True,False,False
exeter,orig_apr,555,0.22860367620960442,0.22998040177353962,0.0013767255639351994,0.000526716342346573,2.6137893458967913,13996,21146,False,False,False
exeter,orig_apr,560,0.22713394505797338,0.22871976224086538,0.0015858171828919965,0.0005033278819487231,3.1506642881618725,15649,22052,False,False,False
exeter,orig_apr,565,0.2266952728064647,0.22696525304364626,0.00026998023718155517,0.00048820680226605495,0.5530038416679531,16942,22595,False,False,False
exeter,orig_apr,570,0.22582181165765555,0.22583080292382882,8.991266173263845e-06,0.000474428082144712,0.01895180009711418,18376,22944,False,False,False
exeter,orig_apr,575,0.22511061808681734,0.22394440270107596,-0.0011662153857413815,0.0004628135095568564,-2.519838685906191,20336,22672,True,False,False
exeter,orig_apr,580,0.22345556302953495,0.2227346840977526,-0.0007208789317823538,0.00045788704645041597,-1.5743597408371257,21146,22788,False,False,False
exeter,orig_apr,585,0.22206013429910085,0.2216658593589711,-0.00039427494012975184,0.00045607871449869036,-0.8644887989634167,22052,22158,False,False,False
exeter,orig_apr,590,0.22087950796093234,0.22007791271971022,-0.0008015952412221139,0.0004543419984561575,-1.7642992370195008,22595,21928,False,False,False
exeter,orig_apr,595,0.21848665407521223,0.21951853104824495,0.0010318769730327249,0.00045505173605432376,2.2676036399288457,22944,21452,True,False,False
exeter,orig_apr,600,0.21693434360268352,0.2202152029853902,0.0032808593827066967,0.0004548283325602017,7.213401514015043,22672,21714,True,False,False
exeter,orig_apr,605,0.21835808217526767,0.21740005450054886,-0.0009580276747188088,0.00045315334378527637,-2.1141357287937472,22788,21895,False,False,False
exeter,orig_apr,610,0.21527000136694896,0.21672882584456848,0.0014588244776195247,0.000455870415452908,3.2000858756543353,22158,21898,False,False,False
exeter,orig_apr,615,0.2132812693223007,0.21192597379175002,-0.001355295530550693,0.0004587622892228194,-2.954243542656206,21928,21498,False,False,False
exeter,orig_apr,620,0.2121889995389185,0.20098121701639945,-0.011207782522519055,0.00047108847243962907,-23.791247670479468,21452,19546,True,True,False
exeter,orig_apr,625,0.20048870593662227,0.19922248493312508,-0.0012662210034971866,0.000489356459574386,-2.5875228143477917,21714,16706,False,False,False
exeter,orig_apr,630,0.19587239618612873,0.1965104377963892,0.0006380416102604591,0.0005151148911174468,1.2386394205695461,21895,13815,False,False,False
exeter,orig_apr,635,0.19397913375926334,0.19489891227593123,0.0009197785166678851,0.0005476891520797905,1.6793805631810041,21898,11262,False,False,False
exeter,orig_apr,640,0.19310044838125073,0.19866576039120992,0.005565312009959189,0.000597289240957565,9.317616371319474,21498,8761,True,True,True
exeter,orig_apr,645,0.19596469443431533,0.19730193627954135,0.001337241845226017,0.0006270643442415394,2.13254326690105,19546,7870,False,False,False
exeter,orig_apr,650,0.19753104955944956,0.1991191817197976,0.0015881321603480325,0.0006732461289328246,2.358917626255663,16706,6945,False,False,False
exeter,orig_apr,655,0.2001451404103913,0.19890347547609113,-0.0012416649343001684,0.0007282451763464713,-1.7050094866806667,13815,6084,False,False,False
exeter,orig_apr,660,0.19971568187390754,0.20106713760210987,0.0013514557282023332,0.0007868128587411084,1.7176329964467623,11262,5404,True,False,False
exeter,orig_apr,665,0.2001085555253906,0.20007576979780148,-3.278572758913523e-05,0.00085234623956784,-0.038465269238189374,8761,4842,False,False,False
exeter,orig_apr,670,0.200330833555931,0.19776414448636162,-0.002566689069569389,0.0009054332485469069,-2.834763439147573,7870,4362,True,False,False
exeter,orig_apr,675,0.19706160505336073,0.197987255389819,0.000925650336458278,0.0009581581190688689,0.9660726325189607,6945,3975,False,False,False
exeter,orig_apr,680,0.19678946073624393,0.19491347031149622,-0.0018759904247477033,0.001016305446650906,-1.845892325904353,6084,3549,False,False,False
exeter,orig_apr,685,0.19561330688288137,0.19141466958172315,-0.0041986373011582145,0.001088346360688232,-3.8578135167403365,5404,3089,True,False,False
exeter,orig_apr,690,0.19067428201496397,0.19467346169566457,0.003999179680700599,0.0011565265831167651,3.457922834703086,4842,2715,True,False,False
exeter,orig_apr,695,0.19485401532930713,0.19269194348551089,-0.0021620718437962427,0.0012444927160595817,-1.7373117704071246,4362,2316,False,False,False
exeter,orig_apr,700,0.19335718424290932,0.1992444615928109,0.005887277349901576,0.0013570244168918688,4.338372454186055,3975,1903,True,True,False
exeter,orig_apr,705,0.1981935232692053,0.2015744001452485,0.0033808768760431873,0.001451369780639447,2.3294386593564287,3549,1641,False,False,False
exeter,orig_apr,710,0.2017117386458709,0.20468424186626777,0.002972503220396855,0.0015507464027968414,1.9168209676551953,3089,1429,False,False,False
exeter,orig_amount,485,20604.084568132424,20575.643610430416,-28.440957702008745,202.9065204263348,-0.1401677858466566,1788,4239,False,False,False
exeter,orig_amount,490,20319.56649328548,21149.31532119443,829.7488279089484,184.80392220259978,4.489887541452168,2115,4959,True,False,False
exeter,orig_amount,495,21043.464371607875,21241.072514060525,197.6081424526492,173.27751906739852,1.1404141951950904,2653,5586,False,False,False
exeter,orig_amount,500,21458.91835542855,20996.009761667356,-462.9085937611926,161.87482612594377,-2.8596700601305045,3170,6321,True,False,False
exeter,orig_amount,505,21318.266342300878,20820.24402901268,-498.02231328819835,151.69851362110316,-3.28297424543069,3603,7308,False,False,False
exeter,orig_amount,510,20997.996540670487,20724.21381835504,-273.7827223154454,140.84338794569044,-1.9438805492311555,4239,8344,False,False,False
exeter,orig_amount,515,20767.09704138317,20806.84823128234,39.75118989916882,130.20873729833536,0.3052881912838964,4959,9675,False,False,False
exeter,orig_amount,520,20975.604125068407,21093.412928072787,117.80880300438002,122.52373144100906,0.9615182431911232,5586,10999,False,False,False
exeter,orig_amount,525,21096.711022336738,21401.272044969166,304.5610226324279,115.34275523375113,2.640486799671216,6321,12326,False,False,False
exeter,orig_amount,530,21447.4930305098,21546.091888760504,98.59885825070523,107.91145778230424,0.9137014759787063,7308,13996,False,False,False
exeter,orig_amount,535,21805.773723892617,21459.774344964197,-345.9993789284199,101.64647861374797,-3.4039485051243332,8344,15649,True,False,False
exeter,orig_amount,540,21681.04988522502,21574.250306570506,-106.79957865451433,96.46241788015212,-1.1071625717199565,9675,16942,False,False,False
exeter,orig_amount,545,21738.92040882516,21931.933126137825,193.01271731266388,91.56016866700833,2.108042395756439,10999,18376,False,False,False
exeter,orig_amount,550,21910.608841441503,22316.45755335977,405.84871191826824,87.11995535790388,4.658504590033034,12326,20336,True,False,False
exeter,orig_amount,555,22581.968694787407,22336.34385362782,-245.62484115958796,84.0660477691605,-2.9218078841300668,13996,21146,True,False,False
exeter,orig_amount,560,22700.40191452668,22509.43767494921,-190.9642395774681,81.31521943598,-2.3484440047267596,15649,22052,False,False,False
exeter,orig_amount,565,22674.481241830053,22846.72079529776,172.23955346770526,79.80780167150219,2.1581793992605194,16942,22595,True,False,False
exeter,orig_amount,570,22830.186771343586,23070.536772341035,240.35000099744866,78.297986777944,3.069683026194405,18376,22944,True,False,False
exeter,orig_amount,575,23056.310499453186,23328.93346138906,272.6229619358746,77.1681187995521,3.5328444722622545,20336,22672,True,False,False
exeter,orig_amount,580,23416.2472306195,23473.732018852646,57.48478823314508,76.94618797109331,0.747077792271407,21146,22788,False,False,False
exeter,orig_amount,585,23601.571504810847,23478.24488011962,-123.32662469122806,77.3527283216543,-1.5943409801707502,22052,22158,True,False,False
exeter,orig_amount,590,23723.14988206163,23543.600302476134,-179.54957958549494,77.8219645961672,-2.307183846067257,22595,21928,False,False,False
exeter,orig_amount,595,23759.222853500232,23655.36095828252,-103.86189521771303,78.60247006747525,-1.3213566333036881,22944,21452,False,False,False
exeter,orig_amount,600,23735.51759444599,23530.787189511117,-204.73040493487497,79.34334904574366,-2.580309596168447,22672,21714,False,False,False
exeter,orig_amount,605,23704.114312544178,23669.48459376204,-34.62971878213648,80.16674174372872,-0.4319711395136686,22788,21895,False,False,False
exeter,orig_amount,610,23939.082707128404,23694.716726018276,-244.3659811101279,81.98067265428311,-2.980775507181215,22158,21898,False,False,False
exeter,orig_amount,615,24031.08242632703,24181.65717285866,150.5747465316308,84.13560866930686,1.7896672872892796,21928,21498,False,False,False
exeter,orig_amount,620,24099.68988674444,25356.92027569577,1257.2303889513314,88.49305775413337,14.20710755011297,21452,19546,True,True,False
exeter,orig_amount,625,25298.97501397965,25529.85011415541,230.87510017576278,94.28915868661359,2.448585854319862,21714,16706,False,False,False
exeter,orig_amount,630,25872.67011500414,25712.848809066483,-159.8213059376576,100.84676495739075,-1.584793582671536,21895,13815,False,False,False
exeter,orig_amount,635,26065.976081290355,25672.080839078524,-393.8952422118309,108.44721852752407,-3.632137804547377,21898,11262,False,False,False
exeter,orig_amount,640,25952.1058587886,25296.255381303225,-655.8504774853754,117.36421175119717,-5.588164123452953,21498,8761,True,False,True
exeter,orig_amount,645,25635.167387172987,25302.523173800666,-332.64421337232125,122.79929662940192,-2.708844614771808,19546,7870,True,False,False
exeter,orig_amount,650,25268.901818208855,25482.97010924489,214.06829103603377,131.1388597151553,1.632378773927181,16706,6945,False,False,False
exeter,orig_amount,655,25306.091653704832,25437.47665736415,131.3850036593176,141.97218493903412,0.9254277780942591,13815,6084,False,False,False
exeter,orig_amount,660,25523.40551965397,25017.66102532225,-505.7444943317205,151.42265651985815,-3.339952593325393,11262,5404,True,False,False
exeter,orig_amount,665,25264.583022310904,24991.567118217143,-273.0159040937615,164.15037879178462,-1.6632060559547448,8761,4842,False,False,False
exeter,orig_amount,670,25082.41718249058,25037.50898354529,-44.90819894528977,175.29732575093237,-0.256183023630929,7870,4362,False,False,False
exeter,orig_amount,675,24882.12438362889,25209.87890603156,327.7545224026726,186.05406898216694,1.761608999984233,6945,3975,False,False,False
exeter,orig_amount,680,25106.32095142945,25217.282244370213,110.96129294076309,198.83900967935998,0.5580458941114972,6084,3549,False,False,False
exeter,orig_amount,685,25347.21995273105,25073.452176924045,-273.7677758070058,213.92160876354143,-1.2797574653134525,5404,3089,False,False,False
exeter,orig_amount,690,25406.410793506842,24822.499105815095,-583.9116876917469,226.07886795786587,-2.5827787133141964,4842,2715,False,False,False
exeter,orig_amount,695,24813.555104769584,25414.504661379193,600.9495566096084,243.53218645115902,2.4676391460482794,4362,2316,True,False,False
exeter,orig_amount,700,24810.92533401802,25184.389595122335,373.4642611043164,263.2548676564993,1.4186414269521532,3975,1903,False,False,False
exeter,orig_amount,705,24657.16241291036,24519.67777341814,-137.48463949221696,279.0617653688902,-0.49266741830603983,3549,1641,False,False,False
exeter,orig_amount,710,24410.611988080887,23272.989579666115,-1137.6224084147725,297.09376584229733,-3.829169572742374,3089,1429,True,True,False
honda,orig_apr,595,0.0744180597728842,0.07726535140377694,0.0028472916308927426,0.0016214353217058148,1.7560315806474955,877,902,False,False,False
honda,orig_apr,600,0.07595517815510439,0.07307048173064047,-0.0028846964244639145,0.0014844351582210898,-1.9432956761283282,954,980,False,False,False
honda,orig_apr,605,0.07530230759676101,0.06407020820773404,-0.011232099389026973,0.001405848577727263,-7.989551340717733,904,1168,True,True,False
honda,orig_apr,610,0.06298742461879775,0.06501810960977812,0.002030684990980372,0.0013358433172432546,1.5201520752980553,858,1417,False,False,False
honda,orig_apr,615,0.060467609747021915,0.06555956706597457,0.005091957318952657,0.0011874634076945354,4.288096193918692,870,1614,True,True,False
honda,orig_apr,620,0.06187094885435416,0.06382113467278913,0.0019501858184349727,0.0010656277691364748,1.8300816428754427,902,1906,False,False,False
honda,orig_apr,625,0.06314653014672282,0.063986671254549,0.0008401411078261811,0.0009939424558803342,0.8452613155376975,980,2105,True,False,False
honda,orig_apr,630,0.06380430307642133,0.06257045289247318,-0.001233850183948157,0.0009058971605850039,-1.3620201471338864,1168,2375,False,False,False
honda,orig_apr,635,0.06363014572745948,0.06267503398966551,-0.0009551117377939733,0.0008288415924447667,-1.152345329312876,1417,2615,False,False,False
honda,orig_apr,640,0.061829267774624545,0.06565981850413445,0.003830550729509906,0.000766092382202091,5.000115937061267,1614,3055,True,False,False
honda,orig_apr,645,0.06380528045376953,0.06555296124867517,0.0017476807949056428,0.0006959904097971516,2.5110702249690617,1906,3546,False,False,False
honda,orig_apr,650,0.06397885932228355,0.06362580857831342,-0.00035305074397012914,0.000646779553305448,-0.5458594696845611,2105,4190,False,False,False
honda,orig_apr,655,0.06326427413492518,0.05851146855581,-0.004752805579115178,0.0006067297790021038,-7.833479983349719,2375,4788,True,False,False
honda,orig_apr,660,0.05987412295080712,0.054420233954985214,-0.005453888995821908,0.0005606863138249809,-9.727166262746247,2615,5504,True,True,False
honda,orig_apr,665,0.05299676202502957,0.05483484242615531,0.0018380804011257357,0.0005051449493892772,3.638718754583183,3055,6040,False,False,False
honda,orig_apr,670,0.05274829758608236,0.05474789546040451,0.001999597874322148,0.00046272611958852035,4.321342128039568,3546,6714,False,False,False
honda,orig_apr,675,0.05403586443873267,0.05378481352823329,-0.00025105091049937994,0.00041812691371729687,-0.6004179646496518,4190,7418,False,False,False
honda,orig_apr,680,0.053734900741738076,0.05447444618680131,0.0007395454450632374,0.00038591738687515176,1.9163309822640564,4788,8110,True,False,False
honda,orig_apr,685,0.05441818158869764,0.05357044080412495,-0.0008477407845726911,0.00035621788578995374,-2.3798377857774584,5504,8669,False,False,False
honda,orig_apr,690,0.053606726959868345,0.053871747935223424,0.0002650209753550792,0.00033793745937085474,0.7842308332686003,6040,9297,True,False,False
honda,orig_apr,695,0.05353022879259051,0.05434374425500813,0.0008135154624176189,0.0003165086367613664,2.570278873719878,6714,9870,False,False,False
honda,orig_apr,700,0.05324406997183367,0.055539814056658005,0.0022957440848243374,0.00029885454292155725,7.681810898310219,7418,10357,True,False,False
honda,orig_apr,705,0.05441428603492383,0.05529423406265019,0.0008799480277263613,0.00028382386490820224,3.100331355190885,8110,10571,True,False,False
honda,orig_apr,710,0.05543268564584374,0.05346087740759537,-0.001971808238248371,0.00027177692534524026,-7.25524521901029,8669,11041,True,False,False
honda,orig_apr,715,0.053619748477847694,0.05259855320011331,-0.0010211952777343866,0.00026096922973020264,-3.913086913695255,9297,11155,False,False,False
honda,orig_apr,720,0.05225572924305586,0.05148171060929182,-0.0007740186337640426,0.00025340920858185726,-3.054421889779179,9870,11045,True,False,False
honda,orig_apr,725,0.05081501150346405,0.05092219939691225,0.00010718789344819901,0.0002485572893059293,0.4312401931462569,10357,10938,False,False,False
honda,orig_apr,730,0.05014767909546049,0.05014085942921622,-6.819666244266276e-06,0.00024247745632667195,-0.028124949624507126,10571,11492,False,False,False
honda,orig_apr,735,0.0498587941573268,0.04919669586821409,-0.0006620982891127128,0.00023701928261462662,-2.793436389684922,11041,11576,False,False,False
honda,orig_apr,740,0.04917838052178912,0.0491305618469463,-4.78186748428186e-05,0.00023104711147264748,-0.20696504075741112,11155,12337,False,False,False
honda,orig_apr,745,0.04860781376916022,0.049446025839867104,0.0008382120707068827,0.00022893583149637795,3.661340670126355,11045,12517,True,False,False
honda,orig_apr,750,0.04882010267761846,0.049504638314553026,0.0006845356369345676,0.00022419292091974396,3.053332969329643,10938,13349,True,False,False
honda,orig_apr,755,0.0491540271760666,0.04897738823426056,-0.00017663894180604267,0.00021993899429876627,-0.8031269869593721,11492,13266,False,False,False
honda,orig_apr,760,0.04877048838330713,0.048663974636849405,-0.00010651374645772455,0.00021620234358250343,-0.49265768674278315,11576,13727,False,False,False
honda,orig_apr,765,0.04796177557953035,0.04862001816918571,0.0006582425896553556,0.00021154156135536946,3.111646644933151,12337,13738,False,False,False
honda,orig_apr,770,0.04789269091617829,0.04727109886090286,-0.0006215920552754273,0.00020890483244843662,-2.975479542479483,12517,14040,True,False,False
honda,orig_apr,775,0.046934722766143334,0.04665392879114544,-0.0002807939749978963,0.00020440204818457833,-1.373733666036139,13349,14009,False,False,False
honda,orig_apr,780,0.04603566748074425,0.04591874096960981,-0.00011692651113444363,0.00020284405585617305,-0.5764354821289444,13266,14106,False,False,False
honda,orig_apr,785,0.04527626813163605,0.04556730684811997,0.0002910387164839212,0.00020082452362710394,1.4492190058636925,13727,13667,False,False,False
honda,orig_apr,790,0.04438627748849292,0.04561318669998794,0.0012269092114950211,0.00019954134517780061,6.148646589516513,13738,13402,True,False,False
honda,orig_apr,795,0.04462635096867993,0.04396871876976309,-0.0006576321989168396,0.00019710318443478698,-3.3364869309578404,14040,13124,True,False,False
honda,orig_apr,800,0.04391667900638156,0.042456783898472426,-0.0014598951079091357,0.0001956474662078238,-7.4618656515509505,14009,12664,True,False,False
honda,orig_apr,805,0.04222442631055871,0.04180083491371477,-0.0004235913968439406,0.0001927697507221136,-2.197395572994058,14106,12658,False,False,False
honda,orig_apr,810,0.04125559726106209,0.04138610363986639,0.00013050637880430288,0.00019114021971881158,0.6827782190283772,13667,12866,False,False,False
honda,orig_apr,815,0.04125970308642088,0.04127596518058226,1.6262094161383078e-05,0.00018966044222373392,0.08574320491248995,13402,13022,False,False,False
honda,orig_apr,820,0.041130915953595804,0.041653608604134224,0.00052269265053842,0.00018814561652428399,2.7781282402131113,13124,13262,False,False,False
honda,orig_apr,825,0.04147102373447835,0.042330937954591634,0.0008599142201132851,0.0001892354489145264,4.544149761822321,12664,13185,True,False,False
honda,orig_apr,830,0.04211588694901763,0.04311882458335261,0.0010029376343349827,0.00018834739324051256,5.324935041995877,12658,13057,False,False,False
honda,orig_apr,835,0.04276838342789018,0.04305487527458945,0.0002864918466992661,0.00018714052456776924,1.5308915445276456,12866,12629,False,False,False
honda,orig_apr,840,0.04297869972269793,0.04226610383390119,-0.000712595888796741,0.00018630118566659876,-3.824967008379591,13022,11926,False,False,False
honda,orig_apr,845,0.04225198949318998,0.041137973782234424,-0.0011140157109555543,0.00018513370966894408,-6.017357470703937,13262,11135,True,False,False
honda,orig_apr,850,0.041089476492022554,0.04026165516640384,-0.000827821325618712,0.00018472814715714066,-4.481295018427908,13185,10280,True,False,False
honda,orig_apr,855,0.03956155262324861,0.04032037294758688,0.0007588203243382649,0.00018942591656748132,4.005894959298993,13057,8791,False,False,False
honda,orig_apr,860,0.03938802155973539,0.040088745845529274,0.0007007242857938814,0.00019805022763130382,3.5381140136752105,12629,7196,True,False,False
honda,orig_apr,865,0.039485853179061364,0.03949187550292867,6.022323867302393e-06,0.00021454173207904173,0.02807064065784479,11926,5499,False,False,False
honda,orig_apr,870,0.03906561876779919,0.039684660280762216,0.000619041512963027,0.00024208340826292247,2.5571414307365377,11135,3910,True,False,False
honda,orig_apr,875,0.03920473869939755,0.038712877809707204,-0.0004918608896903459,0.000293270967834314,-1.677155066942143,10280,2322,False,False,False
honda,orig_amount,595,32434.783732340307,32094.418149160974,-340.36558317933304,520.3424745010635,-0.6541183929020912,877,902,False,False,False
honda,orig_amount,600,32792.2613302732,31582.09687352243,-1210.1644567507683,498.1420568161993,-2.4293561248077586,954,980,True,False,False
honda,orig_amount,605,32158.47802562698,32857.54773278037,699.0697071533868,485.40662176856114,1.4401734047350903,904,1168,True,False,False
honda,orig_amount,610,33043.740078748204,33051.078522151234,7.338443403030396,480.3692032049079,0.015276673346397034,858,1417,False,False,False
honda,orig_amount,615,33191.66100999809,33563.196956401276,371.53594640318624,466.5217387240564,0.7963957851553549,870,1614,False,False,False
honda,orig_amount,620,32844.446803831546,34221.35802904329,1376.911225211741,449.88935790652505,3.0605552254423993,902,1906,True,False,False
honda,orig_amount,625,34616.53928525162,32940.68604194912,-1675.853243302503,436.16191305212465,-3.842273231918409,980,2105,True,True,False
honda,orig_amount,630,33473.74996373898,32365.140194018586,-1108.6097697203913,402.2097786536779,-2.7562974063715093,1168,2375,False,False,False
honda,orig_amount,635,32208.505147106778,32452.062881171452,243.55773406467415,372.26968034138946,0.6542507943201816,1417,2615,False,False,False
honda,orig_amount,640,31903.978507401716,32254.920522839544,350.94201543782765,345.58451086589554,1.015502733494937,1614,3055,False,False,False
honda,orig_amount,645,31723.926625605713,32249.68198783808,525.7553622323685,321.7601963171424,1.6339975181832578,1906,3546,False,False,False
honda,orig_amount,650,32321.5073829439,31046.985686034557,-1274.5216969093417,305.62814149647534,-4.1701712763385705,2105,4190,True,False,False
honda,orig_amount,655,31085.188235107158,31112.577365683203,27.38913057604441,286.3606914693664,0.0956455665598027,2375,4788,False,False,False
honda,orig_amount,660,30408.434590053246,31554.052377667704,1145.6177876144575,272.82103299649236,4.199154936962601,2615,5504,True,False,False
honda,orig_amount,665,31176.547690245625,31365.687374051962,189.13968380633742,256.2772131939937,0.7380277062056418,3055,6040,False,False,False
honda,orig_amount,670,31326.89066739825,31359.350497691517,32.45983029326817,238.4449589579992,0.13613133376825046,3546,6714,False,False,False
honda,orig_amount,675,31545.45162748912,30903.925507100725,-641.5261203883965,219.04638880031007,-2.92872265049406,4190,7418,True,False,False
honda,orig_amount,680,30989.11142954941,30696.694171318773,-292.41725823063825,204.71031499161458,-1.4284441809520754,4788,8110,False,False,False
honda,orig_amount,685,30964.051708025818,30025.52713852689,-938.524569498928,192.9018441629388,-4.86529599326268,5504,8669,True,False,False
honda,orig_amount,690,30929.521368714763,29835.644423523896,-1093.8769451908665,184.4175754414428,-5.931522212958492,6040,9297,True,False,False
honda,orig_amount,695,30251.489645175687,30906.329452023587,654.8398068479,174.89796924712692,3.744124701200081,6714,9870,False,False,False
honda,orig_amount,700,30384.436684805663,32753.241895836632,2368.805211030969,167.3736608910166,14.152795597709897,7418,10357,True,True,False
honda,orig_amount,705,32627.019956040633,32697.951764302754,70.9318082621212,161.0133489394283,0.44053371182786255,8110,10571,False,False,False
honda,orig_amount,710,33254.83274233673,32737.025559723726,-517.8071826130035,155.5174557066915,-3.329575964704544,8669,11041,True,False,False
honda,orig_amount,715,33003.17742323756,32517.988039495573,-485.1893837419884,151.50130630051788,-3.202542575966752,9297,11155,False,False,False
honda,orig_amount,720,32452.517672597685,32007.679953461964,-444.8377191357213,149.71646622780852,-2.9712010331505976,9870,11045,False,False,False
honda,orig_amount,725,31983.779967691542,31341.821553173726,-641.958414517816,148.46438928611155,-4.323989190974764,10357,10938,True,False,False
honda,orig_amount,730,31416.537428701555,31251.47883528851,-165.05859341304313,146.51169801208695,-1.1265898604180131,10571,11492,False,False,False
honda,orig_amount,735,31190.80069308375,31165.554669030236,-25.246024053514702,145.57243848451904,-0.1734258511867925,11041,11576,False,False,False
honda,orig_amount,740,31178.298466068634,31237.014985522695,58.7165194540612,143.60971332758746,0.408861755194255,11155,12337,False,False,False
honda,orig_amount,745,31431.93334922483,31189.961318220172,-241.97203100465777,144.16840793322618,-1.6783984402236782,11045,12517,False,False,False
honda,orig_amount,750,31206.586989472202,31537.426683637295,330.83969416509353,143.2003821444011,2.31032689445954,10938,13349,True,False,False
honda,orig_amount,755,31461.784688908923,31521.034179303573,59.24949039464991,142.153968246994,0.4167980051862028,11492,13266,False,False,False
