lender,var,cutoff,left,right,jump,se,t,n_left,n_right,stable_across_bandwidths,flag,known_selection
capone,orig_amount,835,24239.939617539807,24297.631824190466,57.6922066506595,136.116119952773,0.4238455127186732,16925,7546,False,False,False
capone,orig_amount,840,24242.184023394737,24010.496820774355,-231.68720262038187,152.98307077051282,-1.514463015113167,15783,5360,False,False,False
capone,orig_amount,845,24055.096820621613,23533.85426725485,-521.2425533667629,179.6119154936314,-2.90204885312993,14321,3433,True,False,False
capone,orig_amount,850,23487.089542276095,23018.101035162537,-468.9885071135577,225.76284007754174,-2.0773503157228017,12240,2002,False,False,False
carmax,orig_apr,655,0.1331396876647641,0.13294004540450868,-0.0001996422602554282,0.0007136478424986243,-0.2797489859374346,2879,14202,False,False,False
carmax,orig_apr,660,0.12945871857323338,0.13149165505235205,0.0020329364791186744,0.0005510271829797895,3.689357879088949,5550,14573,True,False,False
carmax,orig_apr,665,0.12778995908549068,0.1296638558713703,0.0018738967858796252,0.0004790857346070329,3.911401760723845,8342,14606,True,False,False
carmax,orig_apr,670,0.12713968791336872,0.12565293054014173,-0.0014867573732269823,0.00043897357534335624,-3.3868949220099887,11075,14845,True,False,False
carmax,orig_apr,675,0.1229855668428486,0.12411449916092199,0.0011289323180733862,0.000411058284227406,2.7464044915071884,14018,15046,True,False,False
carmax,orig_apr,680,0.12063487096175853,0.12182275848987155,0.0011878875281130241,0.00040877420262027195,2.90597479121378,14202,15222,True,False,False
carmax,orig_apr,685,0.1188608569954087,0.11945932376452931,0.0005984667691206064,0.0004045082913986235,1.4794919704892924,14573,15403,False,False,False
carmax,orig_apr,690,0.11661941331126785,0.11687372056026711,0.00025430724899926094,0.0004027226815892746,0.6314698938626497,14606,15573,False,False,False
carmax,orig_apr,695,0.11420583695156522,0.1142837810680934,7.794411652818634e-05,0.0003988048236827417,0.1954442672192768,14845,15719,False,False,False
carmax,orig_apr,700,0.1123478043376724,0.11006275997513883,-0.0022850443625335726,0.0003933992685830905,-5.808461136096252,15046,15990,True,False,False
carmax,orig_apr,705,0.1085860411948642,0.10712796145206355,-0.0014580797428006553,0.0003895130329103644,-3.74334006722746,15222,15942,True,False,False
carmax,orig_apr,710,0.10522748679163825,0.10533327344683176,0.00010578665519350716,0.00038401032239883203,0.2754786760227696,15403,16068,False,False,False
carmax,orig_apr,715,0.10216016747410901,0.10335142752598664,0.0011912600518776267,0.0003771618731167821,3.158484822533407,15573,16205,True,False,False
carmax,orig_apr,720,0.10004679745139268,0.1012119009293793,0.0011651034779866232,0.000370452610959086,3.1450810266128775,15719,16192,True,False,False
carmax,orig_apr,725,0.09821638379164317,0.09802371130817682,-0.00019267248346635513,0.0003629686629335759,-0.5308240163465975,15990,15927,False,False,False
carmax,orig_apr,730,0.09553032936342903,0.09616851007059794,0.0006381807071689088,0.0003528516257141963,1.8086375707556586,15942,16340,False,False,False
carmax,orig_apr,735,0.09311874016786195,0.09471468536902147,0.001595945201159521,0.00034153445539532296,4.6728673372419465,16068,16356,False,False,False
