trust,period_end,receivables_principal,gross_co_rate,net_co_rate,co_basis,co_annualisation,payment_rate,yield,delinq_30plus_share,delinq_90plus_share,delinq_basis,excess_spread,source_accession,source_file,row_labels_json
amex,2024-04-30,25630675208.79,0.021986,0.016128,ending,x365_over_days,0.494372,0.313428,0.0078429,0.00363455,dollar share of Ending Total Receivables; buckets 31-60/61-90/91-120/120+; 30plus = trust's Total 30+ row (exact); 90plus = 91-120 + 120+ (exact),,0001193125-24-139144,d787555dex9901.htm,"{""labels"":{""receivables_principal"":""Ending Principal Receivables Balance"",""gross_co_rate"":""Annualized Default Rate"",""net_co_rate"":""Annualized Default Rate, Net of Recoveries"",""payment_rate"":""Monthly Payment Rate"",""yield"":""Trust Portfolio Yield"",""delinq_30plus_share"":""Total 30+ Days Delinquent"",""delinq_90plus_share"":""91-120 Days Delinquent + 120+ Days Delinquent""},""printed"":{""gross_co_rate"":0.021986,""net_co_rate"":0.016128,""net_default_amount_dollars"":33.97636814,""delinq_30plus_share"":0.0078000000000000005,""delinq_31-60"":0.0023,""delinq_61-90"":0.0019,""delinq_91-120"":0.0014000000000000002,""delinq_120+"":0.0022},""recomputed"":{""gross_co_rate"":0.021985666653516252,""net_co_rate"":0.016128297141448915,""net_default_amount_dollars"":33.97636814,""delinq_30plus_share"":0.007842897266682284,""delinq_31-60"":0.002334619412587594,""delinq_61-90"":0.0018737275755566494,""delinq_91-120"":0.0014494330953092574,""delinq_120+"":0.00218511714626183},""inputs"":{""days_in_period"":30,""beginning_principal"":25897054632.53,""ending_principal"":25630675208.79,""ending_total_receivables"":27051188583.24,""defaulted_amount"":46315683.39,""recoveries"":12339315.25,""finance_charge_collections"":713455576.77,""principal_collections"":12802790635.85,""delinquency_buckets"":{""31-60"":63154230.0,""61-90"":50686558.0,""91-120"":39208888.0,""120+"":59110016.0}},""null_reasons"":{""excess_spread"":""Amex prints Excess Spread Percentage per series only (base rates differ by series); no trust-level excess spread""},""checks"":[""gross_co_rate: printed 0.021986 recomputed 0.021986 ok"",""net_co_rate: printed 0.016128 recomputed 0.016128 ok"",""net_default_amount_dollars: printed 33.976368 recomputed 33.976368 ok"",""delinq_30plus_share: printed 0.007800 recomputed 0.007843 ok"",""delinq_31-60: printed 0.002300 recomputed 0.002335 ok"",""delinq_61-90: printed 0.001900 recomputed 0.001874 ok"",""delinq_91-120: printed 0.001400 recomputed 0.001449 ok"",""delinq_120+: printed 0.002200 recomputed 0.002185 ok""],""notes"":{""payment_rate"":""denominator not printed; principal collections / Monthly Payment Rate implies beginning total receivables"",""yield"":""Trust Portfolio Yield; denominator not printed in the certificate""},""exhibits"":{""pool"":""d787555dex9901.htm"",""type"":""EX-99.01""},""edgar_period"":""2024-04-30""}"
amex,2024-05-31,25848112076.34,0.019883,0.01365,ending,x365_over_days,0.486377,0.306282,0.0076223,0.00363321,dollar share of Ending Total Receivables; buckets 31-60/61-90/91-120/120+; 30plus = trust's Total 30+ row (exact); 90plus = 91-120 + 120+ (exact),,0001193125-24-162274,d818806dex9901.htm,"{""labels"":{""receivables_principal"":""Ending Principal Receivables Balance"",""gross_co_rate"":""Annualized Default Rate"",""net_co_rate"":""Annualized Default Rate, Net of Recoveries"",""payment_rate"":""Monthly Payment Rate"",""yield"":""Trust Portfolio Yield"",""delinq_30plus_share"":""Total 30+ Days Delinquent"",""delinq_90plus_share"":""91-120 Days Delinquent + 120+ Days Delinquent""},""printed"":{""gross_co_rate"":0.019882999999999998,""net_co_rate"":0.01365,""net_default_amount_dollars"":29.96658993,""delinq_30plus_share"":0.0076,""delinq_31-60"":0.0023,""delinq_61-90"":0.0017000000000000001,""delinq_91-120"":0.0015,""delinq_120+"":0.0021},""recomputed"":{""gross_co_rate"":0.019883321041504014,""net_co_rate"":0.013650220518191423,""net_default_amount_dollars"":29.96658993,""delinq_30plus_share"":0.007622295573132834,""delinq_31-60"":0.0023123829962602605,""delinq_61-90"":0.0016767026448926052,""delinq_91-120"":0.0015269043747146102,""delinq_120+"":0.0021063055939340653},""inputs"":{""days_in_period"":31,""beginning_principal"":25630675208.79,""ending_principal"":25848112076.34,""ending_total_receivables"":27271209441.51,""defaulted_amount"":43650234.61,""recoveries"":13683644.68,""finance_charge_collections"":710381052.29,""principal_collections"":12881701449.29,""delinquency_buckets"":{""31-60"":63061481.0,""61-90"":45725709.0,""91-120"":41640529.0,""120+"":57441501.0}},""null_reasons"":{""excess_spread"":""Amex prints Excess Spread Percentage per series only (base rates differ by series); no trust-level excess spread""},""checks"":[""gross_co_rate: printed 0.019883 recomputed 0.019883 ok"",""net_co_rate: printed 0.013650 recomputed 0.013650 ok"",""net_default_amount_dollars: printed 29.966590 recomputed 29.966590 ok"",""delinq_30plus_share: printed 0.007600 recomputed 0.007622 ok"",""delinq_31-60: printed 0.002300 recomputed 0.002312 ok"",""delinq_61-90: printed 0.001700 recomputed 0.001677 ok"",""delinq_91-120: printed 0.001500 recomputed 0.001527 ok"",""delinq_120+: printed 0.002100 recomputed 0.002106 ok""],""notes"":{""payment_rate"":""denominator not printed; principal collections / Monthly Payment Rate implies beginning total receivables"",""yield"":""Trust Portfolio Yield; denominator not printed in the certificate""},""exhibits"":{""pool"":""d818806dex9901.htm"",""type"":""EX-99.01""},""edgar_period"":""2024-05-31""}"
amex,2024-06-30,25845951024.98,0.019972,0.014914,ending,x365_over_days,0.48458,0.316472,0.007586,0.00355443,dollar share of Ending Total Receivables; buckets 31-60/61-90/91-120/120+; 30plus = trust's Total 30+ row (exact); 90plus = 91-120 + 120+ (exact),,0001193125-24-178944,d811387dex9901.htm,"{""labels"":{""receivables_principal"":""Ending Principal Receivables Balance"",""gross_co_rate"":""Annualized Default Rate"",""net_co_rate"":""Annualized Default Rate, Net of Recoveries"",""payment_rate"":""Monthly Payment Rate"",""yield"":""Trust Portfolio Yield"",""delinq_30plus_share"":""Total 30+ Days Delinquent"",""delinq_90plus_share"":""91-120 Days Delinquent + 120+ Days Delinquent""},""printed"":{""gross_co_rate"":0.019972,""net_co_rate"":0.014914,""net_default_amount_dollars"":31.6822013,""delinq_30plus_share"":0.0076,""delinq_31-60"":0.0023,""delinq_61-90"":0.0017000000000000001,""delinq_91-120"":0.0014000000000000002,""delinq_120+"":0.0022},""recomputed"":{""gross_co_rate"":0.01997199437806588,""net_co_rate"":0.014914010403826167,""net_default_amount_dollars"":31.682201299999996,""delinq_30plus_share"":0.0075860047482316315,""delinq_31-60"":0.0023131450360624013,""delinq_61-90"":0.0017184332163061992,""delinq_91-120"":0.001366743867910726,""delinq_120+"":0.0021876826279523046},""inputs"":{""days_in_period"":30,""beginning_principal"":25848112076.34,""ending_principal"":25845951024.98,""ending_total_receivables"":27269753956.88,""defaulted_amount"":42427001.8,""recoveries"":10744800.5,""finance_charge_collections"":714771705.21,""principal_collections"":12525478316.21,""delinquency_buckets"":{""31-60"":63078896.0,""61-90"":46861251.0,""91-120"":37270769.0,""120+"":59657567.0}},""null_reasons"":{""excess_spread"":""Amex prints Excess Spread Percentage per series only (base rates differ by series); no trust-level excess spread""},""checks"":[""gross_co_rate: printed 0.019972 recomputed 0.019972 ok"",""net_co_rate: printed 0.014914 recomputed 0.014914 ok"",""net_default_amount_dollars: printed 31.682201 recomputed 31.682201 ok"",""delinq_30plus_share: printed 0.007600 recomputed 0.007586 ok"",""delinq_31-60: printed 0.002300 recomputed 0.002313 ok"",""delinq_61-90: printed 0.001700 recomputed 0.001718 ok"",""delinq_91-120: printed 0.001400 recomputed 0.001367 ok"",""delinq_120+: printed 0.002200 recomputed 0.002188 ok""],""notes"":{""payment_rate"":""denominator not printed; principal collections / Monthly Payment Rate implies beginning total receivables"",""yield"":""Trust Portfolio Yield; denominator not printed in the certificate""},""exhibits"":{""pool"":""d811387dex9901.htm"",""type"":""EX-99.01""},""edgar_period"":""2024-06-30""}"
amex,2024-07-31,25792463155.39,0.017904,0.011574,ending,x365_over_days,0.47495,0.307158,0.00779482,0.00357061,dollar share of Ending Total Receivables; buckets 31-60/61-90/91-120/120+; 30plus = trust's Total 30+ row (exact); 90plus = 91-120 + 120+ (exact),,0001193125-24-201146,d675684dex9901.htm,"{""labels"":{""receivables_principal"":""Ending Principal Receivables Balance"",""gross_co_rate"":""Annualized Default Rate"",""net_co_rate"":""Annualized Default Rate, Net of Recoveries"",""payment_rate"":""Monthly Payment Rate"",""yield"":""Trust Portfolio Yield"",""delinq_30plus_share"":""Total 30+ Days Delinquent"",""delinq_90plus_share"":""91-120 Days Delinquent + 120+ Days Delinquent""},""printed"":{""gross_co_rate"":0.017904,""net_co_rate"":0.011574,""net_default_amount_dollars"":25.3531837,""delinq_30plus_share"":0.0078000000000000005,""delinq_31-60"":0.0025,""delinq_61-90"":0.0018,""delinq_91-120"":0.0014000000000000002,""delinq_120+"":0.0021},""recomputed"":{""gross_co_rate"":0.017904373238931206,""net_co_rate"":0.0115736635990592,""net_default_amount_dollars"":25.353183699999995,""delinq_30plus_share"":0.007794817004178717,""delinq_31-60"":0.0024670953260641894,""delinq_61-90"":0.0017571110177469192,""delinq_91-120"":0.0014392029123832795,""delinq_120+"":0.002131407747984329},""inputs"":{""days_in_period"":31,""beginning_principal"":25845951024.98,""ending_principal"":25792463155.39,""ending_total_receivables"":27226679200.58,""defaulted_amount"":39221190.41,""recoveries"":13868006.71,""finance_charge_collections"":713474079.39,""principal_collections"":12684729617.3,""delinquency_buckets"":{""31-60"":67170813.0,""61-90"":47840298.0,""91-120"":39184716.0,""120+"":58031155.0}},""null_reasons"":{""excess_spread"":""Amex prints Excess Spread Percentage per series only (base rates differ by series); no trust-level excess spread""},""checks"":[""gross_co_rate: printed 0.017904 recomputed 0.017904 ok"",""net_co_rate: printed 0.011574 recomputed 0.011574 ok"",""net_default_amount_dollars: printed 25.353184 recomputed 25.353184 ok"",""delinq_30plus_share: printed 0.007800 recomputed 0.007795 ok"",""delinq_31-60: printed 0.002500 recomputed 0.002467 ok"",""delinq_61-90: printed 0.001800 recomputed 0.001757 ok"",""delinq_91-120: printed 0.001400 recomputed 0.001439 ok"",""delinq_120+: printed 0.002100 recomputed 0.002131 ok""],""notes"":{""payment_rate"":""denominator not printed; principal collections / Monthly Payment Rate implies beginning total receivables"",""yield"":""Trust Portfolio Yield; denominator not printed in the certificate""},""exhibits"":{""pool"":""d675684dex9901.htm"",""type"":""EX-99.01""},""edgar_period"":""2024-07-31""}"
amex,2024-08-31,25738036909.16,0.019701,0.014011,ending,x365_over_days,0.481669,0.313514,0.00785336,0.00353879,dollar share of Ending Total Receivables; buckets 31-60/61-90/91-120/120+; 30plus = trust's Total 30+ row (exact); 90plus = 91-120 + 120+ (exact),,0001193125-24-219437,d520616dex9901.htm,"{""labels"":{""receivables_principal"":""Ending Principal Receivables Balance"",""gross_co_rate"":""Annualized Default Rate"",""net_co_rate"":""Annualized Default Rate, Net of Recoveries"",""payment_rate"":""Monthly Payment Rate"",""yield"":""Trust Portfolio Yield"",""delinq_30plus_share"":""Total 30+ Days Delinquent"",""delinq_90plus_share"":""91-120 Days Delinquent + 120+ Days Delinquent""},""printed"":{""gross_co_rate"":0.019701,""net_co_rate"":0.014011000000000001,""net_default_amount_dollars"":30.627281489999998,""delinq_30plus_share"":0.0079,""delinq_31-60"":0.0025,""delinq_61-90"":0.0018,""delinq_91-120"":0.0015,""delinq_120+"":0.002},""recomputed"":{""gross_co_rate"":0.019700593634173095,""net_co_rate"":0.014010840896566368,""net_default_amount_dollars"":30.62728149,""delinq_30plus_share"":0.007853359019027083,""delinq_31-60"":0.002508870956258865,""delinq_61-90"":0.001805698865431594,""delinq_91-120"":0.0014896651943507582,""delinq_120+"":0.002049124002985866},""inputs"":{""days_in_period"":31,""beginning_principal"":25792463155.39,""ending_principal"":25738036909.16,""ending_total_receivables"":27163460053.61,""defaulted_amount"":43064911.75,""recoveries"":12437630.26,""finance_charge_collections"":729846832.82,""principal_collections"":12837532841.07,""delinquency_buckets"":{""31-60"":68149616.0,""61-90"":49049029.0,""91-120"":40464461.0,""120+"":55661298.0}},""null_reasons"":{""excess_spread"":""Amex prints Excess Spread Percentage per series only (base rates differ by series); no trust-level excess spread""},""checks"":[""gross_co_rate: printed 0.019701 recomputed 0.019701 ok"",""net_co_rate: printed 0.014011 recomputed 0.014011 ok"",""net_default_amount_dollars: printed 30.627281 recomputed 30.627281 ok"",""delinq_30plus_share: printed 0.007900 recomputed 0.007853 ok"",""delinq_31-60: printed 0.002500 recomputed 0.002509 ok"",""delinq_61-90: printed 0.001800 recomputed 0.001806 ok"",""delinq_91-120: printed 0.001500 recomputed 0.001490 ok"",""delinq_120+: printed 0.002000 recomputed 0.002049 ok""],""notes"":{""payment_rate"":""denominator not printed; principal collections / Monthly Payment Rate implies beginning total receivables"",""yield"":""Trust Portfolio Yield; denominator not printed in the certificate""},""exhibits"":{""pool"":""d520616dex9901.htm"",""type"":""EX-99.01""},""edgar_period"":""2024-08-31""}"
amex,2024-09-30,25515718556.34,0.019275,0.013242,ending,x365_over_days,0.474646,0.318168,0.00829314,0.00361691,dollar share of Ending Total Receivables; buckets 31-60/61-90/91-120/120+; 30plus = trust's Total 30+ row (exact); 90plus = 91-120 + 120+ (exact),,0001193125-24-237444,d836111dex9901.htm,"{""labels"":{""receivables_principal"":""Ending Principal Receivables Balance"",""gross_co_rate"":""Annualized Default Rate"",""net_co_rate"":""Annualized Default Rate, Net of Recoveries"",""payment_rate"":""Monthly Payment Rate"",""yield"":""Trust Portfolio Yield"",""delinq_30plus_share"":""Total 30+ Days Delinquent"",""delinq_90plus_share"":""91-120 Days Delinquent + 120+ Days Delinquent""},""printed"":{""gross_co_rate"":0.019275,""net_co_rate"":0.013242,""net_default_amount_dollars"":27.769851969999998,""delinq_30plus_share"":0.0083,""delinq_31-60"":0.0027,""delinq_61-90"":0.002,""delinq_91-120"":0.0015,""delinq_120+"":0.0021},""recomputed"":{""gross_co_rate"":0.01927530675907464,""net_co_rate"":0.013241505684256557,""net_default_amount_dollars"":27.769851969999998,""delinq_30plus_share"":0.00829314406157348,""delinq_31-60"":0.0026794997317471925,""delinq_61-90"":0.001996733499235821,""delinq_91-120"":0.00153176414945977,""delinq_120+"":0.0020851466811306956},""inputs"":{""days_in_period"":30,""beginning_principal"":25738036909.16,""ending_principal"":25515718556.34,""ending_total_receivables"":26935123801.24,""defaulted_amount"":40423833.07,""recoveries"":12653981.1,""finance_charge_collections"":713494577.86,""principal_collections"":12216462535.3,""delinquency_buckets"":{""31-60"":72172657.0,""61-90"":53782264.0,""91-120"":41258257.0,""120+"":56163684.0}},""null_reasons"":{""excess_spread"":""Amex prints Excess Spread Percentage per series only (base rates differ by series); no trust-level excess spread""},""checks"":[""gross_co_rate: printed 0.019275 recomputed 0.019275 ok"",""net_co_rate: printed 0.013242 recomputed 0.013242 ok"",""net_default_amount_dollars: printed 27.769852 recomputed 27.769852 ok"",""delinq_30plus_share: printed 0.008300 recomputed 0.008293 ok"",""delinq_31-60: printed 0.002700 recomputed 0.002679 ok"",""delinq_61-90: printed 0.002000 recomputed 0.001997 ok"",""delinq_91-120: printed 0.001500 recomputed 0.001532 ok"",""delinq_120+: printed 0.002100 recomputed 0.002085 ok""],""notes"":{""payment_rate"":""denominator not printed; principal collections / Monthly Payment Rate implies beginning total receivables"",""yield"":""Trust Portfolio Yield; denominator not printed in the certificate""},""exhibits"":{""pool"":""d836111dex9901.htm"",""type"":""EX-99.01""},""edgar_period"":""2024-09-30""}"
amex,2024-10-31,25729062512.21,0.020599,0.014668,ending,x365_over_days,0.473455,0.302035,0.00826967,0.00365711,dollar share of Ending Total Receivables; buckets 31-60/61-90/91-120/120+; 30plus = trust's Total 30+ row (exact); 90plus = 91-120 + 120+ (exact),,0001193125-24-259625,d848334dex9901.htm,"{""labels"":{""receivables_principal"":""Ending Principal Receivables Balance"",""gross_co_rate"":""Annualized Default Rate"",""net_co_rate"":""Annualized Default Rate, Net of Recoveries"",""payment_rate"":""Monthly Payment Rate"",""yield"":""Trust Portfolio Yield"",""delinq_30plus_share"":""Total 30+ Days Delinquent"",""delinq_90plus_share"":""91-120 Days Delinquent + 120+ Days Delinquent""},""printed"":{""gross_co_rate"":0.020599,""net_co_rate"":0.014668,""net_default_amount_dollars"":32.052555489999996,""delinq_30plus_share"":0.0083,""delinq_31-60"":0.0027,""delinq_61-90"":0.0019,""delinq_91-120"":0.0016,""delinq_120+"":0.0021},""recomputed"":{""gross_co_rate"":0.020599013773981514,""net_co_rate"":0.014667965141776214,""net_default_amount_dollars"":32.05255549,""delinq_30plus_share"":0.00826966654147128,""delinq_31-60"":0.0026773014409723164,""delinq_61-90"":0.0019352525717301996,""delinq_91-120"":0.001558996422339771,""delinq_120+"":0.0020981161064289925},""inputs"":{""days_in_period"":31,""beginning_principal"":25515718556.34,""ending_principal"":25729062512.21,""ending_total_receivables"":27153334281.85,""defaulted_amount"":45013130.7,""recoveries"":12960575.21,""finance_charge_collections"":699548768.65,""principal_collections"":12483239813.78,""delinquency_buckets"":{""31-60"":72697661.0,""61-90"":52548560.0,""91-120"":42331951.0,""120+"":56970848.0}},""null_reasons"":{""excess_spread"":""Amex prints Excess Spread Percentage per series only (base rates differ by series); no trust-level excess spread""},""checks"":[""gross_co_rate: printed 0.020599 recomputed 0.020599 ok"",""net_co_rate: printed 0.014668 recomputed 0.014668 ok"",""net_default_amount_dollars: printed 32.052555 recomputed 32.052555 ok"",""delinq_30plus_share: printed 0.008300 recomputed 0.008270 ok"",""delinq_31-60: printed 0.002700 recomputed 0.002677 ok"",""delinq_61-90: printed 0.001900 recomputed 0.001935 ok"",""delinq_91-120: printed 0.001600 recomputed 0.001559 ok"",""delinq_120+: printed 0.002100 recomputed 0.002098 ok""],""notes"":{""payment_rate"":""denominator not printed; principal collections / Monthly Payment Rate implies beginning total receivables"",""yield"":""Trust Portfolio Yield; denominator not printed in the certificate""},""exhibits"":{""pool"":""d848334dex9901.htm"",""type"":""EX-99.01""},""edgar_period"":""2024-10-31""}"
amex,2024-11-30,25939171559.83,0.018635,0.012569,ending,x365_over_days,0.484576,0.320933,0.00829167,0.00379512,dollar share of Ending Total Receivables; buckets 31-60/61-90/91-120/120+; 30plus = trust's Total 30+ row (exact); 90plus = 91-120 + 120+ (exact),,0001193125-24-279339,d897956dex9901.htm,"{""labels"":{""receivables_principal"":""Ending Principal Receivables Balance"",""gross_co_rate"":""Annualized Default Rate"",""net_co_rate"":""Annualized Default Rate, Net of Recoveries"",""payment_rate"":""Monthly Payment Rate"",""yield"":""Trust Portfolio Yield"",""delinq_30plus_share"":""Total 30+ Days Delinquent"",""delinq_90plus_share"":""91-120 Days Delinquent + 120+ Days Delinquent""},""printed"":{""gross_co_rate"":0.018635,""net_co_rate"":0.012568999999999999,""net_default_amount_dollars"":26.79667784,""delinq_30plus_share"":0.0083,""delinq_31-60"":0.0025,""delinq_61-90"":0.002,""delinq_91-120"":0.0016,""delinq_120+"":0.0022},""recomputed"":{""gross_co_rate"":0.018635163138629604,""net_co_rate"":0.01256887662357826,""net_default_amount_dollars"":26.796677840000005,""delinq_30plus_share"":0.00829167323884222,""delinq_31-60"":0.002495522690181694,""delinq_61-90"":0.0020010350154179503,""delinq_91-120"":0.0016147638202135691,""delinq_120+"":0.002180351676461009},""inputs"":{""days_in_period"":30,""beginning_principal"":25729062512.21,""ending_principal"":25939171559.83,""ending_total_receivables"":27346315570.88,""defaulted_amount"":39729920.03,""recoveries"":12933242.19,""finance_charge_collections"":718413373.5,""principal_collections"":12467686259.48,""delinquency_buckets"":{""31-60"":68243351.0,""61-90"":54720935.0,""91-120"":44157841.0,""120+"":59624585.0}},""null_reasons"":{""excess_spread"":""Amex prints Excess Spread Percentage per series only (base rates differ by series); no trust-level excess spread""},""checks"":[""gross_co_rate: printed 0.018635 recomputed 0.018635 ok"",""net_co_rate: printed 0.012569 recomputed 0.012569 ok"",""net_default_amount_dollars: printed 26.796678 recomputed 26.796678 ok"",""delinq_30plus_share: printed 0.008300 recomputed 0.008292 ok"",""delinq_31-60: printed 0.002500 recomputed 0.002496 ok"",""delinq_61-90: printed 0.002000 recomputed 0.002001 ok"",""delinq_91-120: printed 0.001600 recomputed 0.001615 ok"",""delinq_120+: printed 0.002200 recomputed 0.002180 ok""],""notes"":{""payment_rate"":""denominator not printed; principal collections / Monthly Payment Rate implies beginning total receivables"",""yield"":""Trust Portfolio Yield; denominator not printed in the certificate""},""exhibits"":{""pool"":""d897956dex9901.htm"",""type"":""EX-99.01""},""edgar_period"":""2024-11-30""}"
amex,2024-12-31,26872654596.12,0.018217,0.012427,ending,x365_over_days,0.498582,0.303995,0.00811369,0.00386962,dollar share of Ending Total Receivables; buckets 31-60/61-90/91-120/120+; 30plus = trust's Total 30+ row (exact); 90plus = 91-120 + 120+ (exact),,0001193125-25-006879,d907984dex9901.htm,"{""labels"":{""receivables_principal"":""Ending Principal Receivables Balance"",""gross_co_rate"":""Annualized Default Rate"",""net_co_rate"":""Annualized Default Rate, Net of Recoveries"",""payment_rate"":""Monthly Payment Rate"",""yield"":""Trust Portfolio Yield"",""delinq_30plus_share"":""Total 30+ Days Delinquent"",""delinq_90plus_share"":""91-120 Days Delinquent + 120+ Days Delinquent""},""printed"":{""gross_co_rate"":0.018217,""net_co_rate"":0.012426999999999999,""net_default_amount_dollars"":28.36250155,""delinq_30plus_share"":0.008100000000000001,""delinq_31-60"":0.0024,""delinq_61-90"":0.0018,""delinq_91-120"":0.0016,""delinq_120+"":0.0022},""recomputed"":{""gross_co_rate"":0.018216996360128787,""net_co_rate"":0.012426966661281971,""net_default_amount_dollars"":28.362501549999998,""delinq_30plus_share"":0.00811369313455332,""delinq_31-60"":0.0024086293170210754,""delinq_61-90"":0.001835441901434424,""delinq_91-120"":0.001625688506756902,""delinq_120+"":0.00224393337397761},""inputs"":{""days_in_period"":31,""beginning_principal"":25939171559.83,""ending_principal"":26872654596.12,""ending_total_receivables"":28277897523.99,""defaulted_amount"":41577289.26,""recoveries"":13214787.71,""finance_charge_collections"":711293756.74,""principal_collections"":13363884721.01,""delinquency_buckets"":{""31-60"":68110973.0,""61-90"":51902438.0,""91-120"":45971053.0,""120+"":63453718.0}},""null_reasons"":{""excess_spread"":""Amex prints Excess Spread Percentage per series only (base rates differ by series); no trust-level excess spread""},""checks"":[""gross_co_rate: printed 0.018217 recomputed 0.018217 ok"",""net_co_rate: printed 0.012427 recomputed 0.012427 ok"",""net_default_amount_dollars: printed 28.362502 recomputed 28.362502 ok"",""delinq_30plus_share: printed 0.008100 recomputed 0.008114 ok"",""delinq_31-60: printed 0.002400 recomputed 0.002409 ok"",""delinq_61-90: printed 0.001800 recomputed 0.001835 ok"",""delinq_91-120: printed 0.001600 recomputed 0.001626 ok"",""delinq_120+: printed 0.002200 recomputed 0.002244 ok""],""notes"":{""payment_rate"":""denominator not printed; principal collections / Monthly Payment Rate implies beginning total receivables"",""yield"":""Trust Portfolio Yield; denominator not printed in the certificate""},""exhibits"":{""pool"":""d907984dex9901.htm"",""type"":""EX-99.01""},""edgar_period"":""2024-12-31""}"
amex,2025-01-31,25474340667.94,0.02127,0.015288,ending,x365_over_days,0.492229,0.310803,0.00827315,0.00399473,dollar share of Ending Total Receivables; buckets 31-60/61-90/91-120/120+; 30plus = trust's Total 30+ row (exact); 90plus = 91-120 + 120+ (exact),,0001193125-25-028381,d931126dex9901.htm,"{""labels"":{""receivables_principal"":""Ending Principal Receivables Balance"",""gross_co_rate"":""Annualized Default Rate"",""net_co_rate"":""Annualized Default Rate, Net of Recoveries"",""payment_rate"":""Monthly Payment Rate"",""yield"":""Trust Portfolio Yield"",""delinq_30plus_share"":""Total 30+ Days Delinquent"",""delinq_90plus_share"":""91-120 Days Delinquent + 120+ Days Delinquent""},""printed"":{""gross_co_rate"":0.021269999999999997,""net_co_rate"":0.015288,""net_default_amount_dollars"":33.07769181,""delinq_30plus_share"":0.0083,""delinq_31-60"":0.0024,""delinq_61-90"":0.0019,""delinq_91-120"":0.0015,""delinq_120+"":0.0025},""recomputed"":{""gross_co_rate"":0.02126999641572338,""net_co_rate"":0.015288448505165295,""net_default_amount_dollars"":33.077691810000005,""delinq_30plus_share"":0.00827314929152221,""delinq_31-60"":0.002373992435903647,""delinq_61-90"":0.0019044279802064947,""delinq_91-120"":0.0015345173922794127,""delinq_120+"":0.0024602115203511106},""inputs"":{""days_in_period"":31,""beginning_principal"":26872654596.12,""ending_principal"":25474340667.94,""ending_total_receivables"":26868390158.0,""defaulted_amount"":46019214.18,""recoveries"":12941522.37,""finance_charge_collections"":755375595.69,""principal_collections"":13668427774.52,""delinquency_buckets"":{""31-60"":63785355.0,""61-90"":51168914.0,""91-120"":41230012.0,""120+"":66101923.0}},""null_reasons"":{""excess_spread"":""Amex prints Excess Spread Percentage per series only (base rates differ by series); no trust-level excess spread""},""checks"":[""gross_co_rate: printed 0.021270 recomputed 0.021270 ok"",""net_co_rate: printed 0.015288 recomputed 0.015288 ok"",""net_default_amount_dollars: printed 33.077692 recomputed 33.077692 ok"",""delinq_30plus_share: printed 0.008300 recomputed 0.008273 ok"",""delinq_31-60: printed 0.002400 recomputed 0.002374 ok"",""delinq_61-90: printed 0.001900 recomputed 0.001904 ok"",""delinq_91-120: printed 0.001500 recomputed 0.001535 ok"",""delinq_120+: printed 0.002500 recomputed 0.002460 ok""],""notes"":{""payment_rate"":""denominator not printed; principal collections / Monthly Payment Rate implies beginning total receivables"",""yield"":""Trust Portfolio Yield; denominator not printed in the certificate""},""exhibits"":{""pool"":""d931126dex9901.htm"",""type"":""EX-99.01""},""edgar_period"":""2025-01-31""}"
