regime,amex,bofa,chase,citi,comet,synchrony
pre_covid,0.009795547142857143,0.01611607285714286,0.011671122142857144,0.015731983124999998,0.0200223375,0.030122189285714286
stimulus,0.006635677142857142,0.012061523636363636,0.008730548095238096,0.011808527619047618,0.01223630380952381,0.019139621904761903
normalising,0.005486845000000001,0.009976163333333335,0.0075491361111111105,0.009489988333333333,0.011901026666666667,0.020530998888888888
squeeze,0.007694807027027026,0.013884575405405405,0.008740821621621622,0.014130660540540541,0.018485465945945946,0.029428576216216216
